-3.109634399414062500e+00,-7.081306457519531250e+00,-1.691440582275390625e+01,-1.697857666015625000e+01,-1.060272216796875000e+01,-1.127777862548828125e+01,-9.197628021240234375e+00,-9.304958343505859375e+00,-9.526824951171875000e+00,-1.178617095947265625e+01,-1.021153259277343750e+01,-1.160310363769531250e+01,-1.313477325439453125e+01,-1.539807128906250000e+01,-1.317579650878906250e+01,-1.315464019775390625e+01,-1.655435943603515625e+01,-2.094979095458984375e+01,-1.422349548339843750e+01,-9.228904724121093750e+00,-1.007072067260742188e+01,-9.246551513671875000e+00,-1.000188446044921875e+01,-1.329250335693359375e+01,-1.176899719238281250e+01,-1.285636901855468750e+01,-1.140928649902343750e+01,-1.406925201416015625e+01,-1.242581939697265625e+01,-1.038216400146484375e+01,-1.316262054443359375e+01,-1.521495056152343750e+01,-1.895063781738281250e+01,-1.619951629638671875e+01,-1.947625732421875000e+01,-1.955890655517578125e+01,-1.343054962158203125e+01,-1.251975250244140625e+01,-9.784393310546875000e+00,-9.089958190917968750e+00,-1.325112915039062500e+01,-1.178142547607421875e+01,-1.358372497558593750e+01,-1.781217956542968750e+01,-1.826889801025390625e+01,-1.761280822753906250e+01,-1.275257873535156250e+01,-8.404067993164062500e+00,-9.175849914550781250e+00,-5.770137786865234375e+00,-9.062713623046875000e+00,-1.803998565673828125e+01,-1.687675476074218750e+01,-1.767663574218750000e+01,-1.363449859619140625e+01,-1.112956237792968750e+01,-1.281098175048828125e+01,-1.787413024902343750e+01,-3.080531311035156250e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
0.000000000000000000e+00,-4.209091186523437500e+00,-1.427957153320312500e+01,-1.809960174560546875e+01,-1.313477325439453125e+01,-1.212816619873046875e+01,-1.071118164062500000e+01,-6.629676818847656250e+00,-9.171817779541015625e+00,-1.217522430419921875e+01,-1.213893890380859375e+01,-1.309609222412109375e+01,-1.078081512451171875e+01,-6.311374664306640625e+00,-4.609893798828125000e+00,-7.292629241943359375e+00,-1.310066223144531250e+01,-1.763559722900390625e+01,-8.830295562744140625e+00,-5.138931274414062500e+00,-6.642944335937500000e+00,-5.715278625488281250e+00,-8.975536346435546875e+00,-7.500129699707031250e+00,-9.410511016845703125e+00,-1.138788604736328125e+01,-1.259408569335937500e+01,-1.862371826171875000e+01,-1.270666503906250000e+01,-8.758071899414062500e+00,-9.593315124511718750e+00,-1.313471984863281250e+01,-9.954956054687500000e+00,-8.838306427001953125e+00,-1.726266479492187500e+01,-1.927909851074218750e+01,-1.260519409179687500e+01,-7.722564697265625000e+00,-4.584209442138671875e+00,-8.082389831542968750e+00,-1.200610351562500000e+01,-9.803073883056640625e+00,-1.062639617919921875e+01,-1.621709442138671875e+01,-1.180540466308593750e+01,-1.091073608398437500e+01,-1.155243682861328125e+01,-1.238291931152343750e+01,-1.029907989501953125e+01,-5.813247680664062500e+00,-7.697475433349609375e+00,-1.934274291992187500e+01,-2.144152832031250000e+01,-1.706983947753906250e+01,-1.196260070800781250e+01,-1.043295288085937500e+01,-9.512283325195312500e+00,-1.043231964111328125e+01,-2.305455780029296875e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
-4.433975219726562500e+00,-4.783103942871093750e+00,-9.821125030517578125e+00,-2.098729705810546875e+01,-2.251668548583984375e+01,-1.702970886230468750e+01,-1.506879425048828125e+01,-1.415850830078125000e+01,-1.169712829589843750e+01,-1.391532897949218750e+01,-1.689624023437500000e+01,-1.601387023925781250e+01,-1.174700164794921875e+01,-1.127268218994140625e+01,-1.003696060180664062e+01,-1.028943634033203125e+01,-1.216529083251953125e+01,-1.074372863769531250e+01,-1.175391387939453125e+01,-1.304589843750000000e+01,-1.356159210205078125e+01,-6.050258636474609375e+00,-6.578262329101562500e+00,-7.881214141845703125e+00,-6.815994262695312500e+00,-1.317424774169921875e+01,-1.332004547119140625e+01,-1.310639953613281250e+01,-1.306758880615234375e+01,-1.158548736572265625e+01,-1.217552947998046875e+01,-9.854591369628906250e+00,-1.080711364746093750e+01,-9.393013000488281250e+00,-1.609636688232421875e+01,-1.612416839599609375e+01,-1.545991516113281250e+01,-8.509151458740234375e+00,-7.451667785644531250e+00,-5.984466552734375000e+00,-1.119381713867187500e+01,-1.049885559082031250e+01,-9.396743774414062500e+00,-1.278005981445312500e+01,-1.051492309570312500e+01,-7.675781250000000000e+00,-6.890651702880859375e+00,-7.771251678466796875e+00,-1.147266387939453125e+01,-7.429862976074218750e+00,-1.013908386230468750e+01,-1.669167327880859375e+01,-1.690738677978515625e+01,-1.851705932617187500e+01,-1.521007537841796875e+01,-9.751983642578125000e+00,-7.147552490234375000e+00,-8.353717803955078125e+00,-2.139373779296875000e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
-4.868743896484375000e+00,-8.360542297363281250e+00,-9.925918579101562500e+00,-1.592932891845703125e+01,-1.821789550781250000e+01,-1.635649108886718750e+01,-1.284301757812500000e+01,-1.168754577636718750e+01,-1.294985198974609375e+01,-1.379415130615234375e+01,-1.115576171875000000e+01,-1.214493560791015625e+01,-1.433977508544921875e+01,-1.626341247558593750e+01,-1.008826446533203125e+01,-7.827503204345703125e+00,-1.482711029052734375e+01,-1.559470367431640625e+01,-9.042446136474609375e+00,-7.326385498046875000e+00,-1.119615173339843750e+01,-1.007448577880859375e+01,-8.479583740234375000e+00,-1.017077636718750000e+01,-9.795021057128906250e+00,-1.296600341796875000e+01,-1.449958801269531250e+01,-1.233893585205078125e+01,-8.471614837646484375e+00,-1.091579437255859375e+01,-1.438285827636718750e+01,-1.370279693603515625e+01,-1.446826171875000000e+01,-1.343584442138671875e+01,-1.677042388916015625e+01,-1.655597686767578125e+01,-1.474043273925781250e+01,-9.697261810302734375e+00,-1.055375671386718750e+01,-1.201867675781250000e+01,-1.472892761230468750e+01,-1.762399291992187500e+01,-1.355246734619140625e+01,-1.430069732666015625e+01,-1.367222595214843750e+01,-1.118920898437500000e+01,-1.132173919677734375e+01,-8.886215209960937500e+00,-9.373805999755859375e+00,-1.016331863403320312e+01,-1.217267608642578125e+01,-1.714463806152343750e+01,-1.808832550048828125e+01,-1.661714935302734375e+01,-1.621140289306640625e+01,-1.073227691650390625e+01,-9.404476165771484375e+00,-1.111079406738281250e+01,-2.465731048583984375e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
-1.266410064697265625e+01,-1.031112289428710938e+01,-1.101084136962890625e+01,-1.571618652343750000e+01,-1.066910552978515625e+01,-1.209947204589843750e+01,-1.691872406005859375e+01,-1.353594970703125000e+01,-1.664110565185546875e+01,-1.297058105468750000e+01,-1.024126815795898438e+01,-1.390127563476562500e+01,-1.594400024414062500e+01,-1.436814880371093750e+01,-6.956512451171875000e+00,-8.172794342041015625e+00,-1.638841247558593750e+01,-1.405211639404296875e+01,-1.338983154296875000e+01,-1.080899810791015625e+01,-1.280459594726562500e+01,-1.311866760253906250e+01,-1.001510620117187500e+01,-7.683517456054687500e+00,-9.841072082519531250e+00,-1.763777923583984375e+01,-1.563667297363281250e+01,-1.424829101562500000e+01,-9.587791442871093750e+00,-7.887573242187500000e+00,-1.432926940917968750e+01,-1.816271209716796875e+01,-1.837907409667968750e+01,-1.302243041992187500e+01,-1.701199340820312500e+01,-1.091572570800781250e+01,-1.113739013671875000e+01,-1.390190124511718750e+01,-1.538827514648437500e+01,-1.096328735351562500e+01,-1.228589630126953125e+01,-1.407248687744140625e+01,-1.352635192871093750e+01,-2.033152008056640625e+01,-1.662951660156250000e+01,-1.227938079833984375e+01,-1.181947326660156250e+01,-1.269418334960937500e+01,-1.349217224121093750e+01,-1.504899597167968750e+01,-1.824861145019531250e+01,-1.777728271484375000e+01,-1.568308258056640625e+01,-1.609538269042968750e+01,-1.369125366210937500e+01,-1.022613525390625000e+01,-1.089038848876953125e+01,-1.334611511230468750e+01,-2.711872863769531250e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
-1.305357360839843750e+01,-8.078258514404296875e+00,-9.944946289062500000e+00,-1.588232421875000000e+01,-1.126653289794921875e+01,-1.191265869140625000e+01,-1.392617797851562500e+01,-1.259707641601562500e+01,-1.209078216552734375e+01,-1.361877441406250000e+01,-1.278083801269531250e+01,-1.520535278320312500e+01,-1.531837463378906250e+01,-1.034409332275390625e+01,-9.622318267822265625e+00,-1.495939636230468750e+01,-2.010954284667968750e+01,-1.720281982421875000e+01,-1.325511932373046875e+01,-1.370275878906250000e+01,-1.320697784423828125e+01,-1.708704376220703125e+01,-1.705192565917968750e+01,-1.327551269531250000e+01,-1.549942016601562500e+01,-1.475351715087890625e+01,-1.310396575927734375e+01,-1.375563049316406250e+01,-9.109523773193359375e+00,-9.770023345947265625e+00,-1.315824890136718750e+01,-1.293730163574218750e+01,-9.696266174316406250e+00,-8.415706634521484375e+00,-1.507710266113281250e+01,-9.286468505859375000e+00,-9.923896789550781250e+00,-1.183711242675781250e+01,-8.058242797851562500e+00,-1.089537811279296875e+01,-1.744100952148437500e+01,-1.419790649414062500e+01,-1.445527648925781250e+01,-1.398330688476562500e+01,-1.185952758789062500e+01,-1.108980560302734375e+01,-1.354583740234375000e+01,-1.211582183837890625e+01,-1.157320404052734375e+01,-1.014392852783203125e+01,-1.220005798339843750e+01,-1.351615905761718750e+01,-1.322450256347656250e+01,-1.873963165283203125e+01,-1.469010162353515625e+01,-1.126983642578125000e+01,-1.078242492675781250e+01,-1.177349853515625000e+01,-2.376918029785156250e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
-1.321731567382812500e+01,-1.309380340576171875e+01,-1.209801483154296875e+01,-1.847196960449218750e+01,-1.522851562500000000e+01,-1.236888885498046875e+01,-1.272577667236328125e+01,-1.338764190673828125e+01,-1.539884185791015625e+01,-1.994815063476562500e+01,-1.817077636718750000e+01,-1.784423065185546875e+01,-1.586727905273437500e+01,-1.209032440185546875e+01,-1.124079132080078125e+01,-1.458451080322265625e+01,-1.669259643554687500e+01,-1.488613128662109375e+01,-1.398431396484375000e+01,-1.953797912597656250e+01,-1.686852264404296875e+01,-1.417539978027343750e+01,-1.606200408935546875e+01,-1.525370788574218750e+01,-1.677855682373046875e+01,-1.799896240234375000e+01,-1.522286987304687500e+01,-1.443173217773437500e+01,-1.131822204589843750e+01,-9.719898223876953125e+00,-1.067872619628906250e+01,-1.159516143798828125e+01,-1.040194702148437500e+01,-9.196582794189453125e+00,-1.456236267089843750e+01,-1.065595245361328125e+01,-1.236776733398437500e+01,-9.093242645263671875e+00,-5.709980010986328125e+00,-1.128605651855468750e+01,-1.865058898925781250e+01,-1.581329345703125000e+01,-1.355526733398437500e+01,-1.264250183105468750e+01,-1.314289093017578125e+01,-1.438621520996093750e+01,-1.642427062988281250e+01,-1.300257110595703125e+01,-1.150124359130859375e+01,-8.284339904785156250e+00,-9.163028717041015625e+00,-1.502990722656250000e+01,-1.630317687988281250e+01,-1.853681182861328125e+01,-1.770005798339843750e+01,-1.194888305664062500e+01,-1.078624725341796875e+01,-1.212857818603515625e+01,-2.351831817626953125e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
-1.598481750488281250e+01,-1.504194641113281250e+01,-1.492440032958984375e+01,-1.482164764404296875e+01,-1.718240356445312500e+01,-1.770532989501953125e+01,-1.239638519287109375e+01,-1.189265441894531250e+01,-1.385255432128906250e+01,-1.990315246582031250e+01,-2.601541900634765625e+01,-1.972483825683593750e+01,-1.624912261962890625e+01,-2.109947204589843750e+01,-2.025108337402343750e+01,-1.447475433349609375e+01,-1.345259094238281250e+01,-1.684835815429687500e+01,-2.016184234619140625e+01,-1.559796142578125000e+01,-1.598812103271484375e+01,-1.592235565185546875e+01,-1.369418334960937500e+01,-1.299423217773437500e+01,-1.602214813232421875e+01,-1.744786071777343750e+01,-1.560136413574218750e+01,-1.232149505615234375e+01,-1.091634368896484375e+01,-1.424147033691406250e+01,-1.112113952636718750e+01,-1.309722137451171875e+01,-1.625401306152343750e+01,-1.545214080810546875e+01,-1.777276611328125000e+01,-1.322451019287109375e+01,-1.357823181152343750e+01,-1.203174591064453125e+01,-1.100624084472656250e+01,-1.226647186279296875e+01,-1.620571136474609375e+01,-1.869331359863281250e+01,-1.621671295166015625e+01,-2.225396728515625000e+01,-1.955725097656250000e+01,-1.957270050048828125e+01,-1.855327606201171875e+01,-1.966065979003906250e+01,-1.482724761962890625e+01,-1.021507263183593750e+01,-1.395653533935546875e+01,-1.721221160888671875e+01,-1.411827850341796875e+01,-1.559553527832031250e+01,-1.531211090087890625e+01,-1.357606506347656250e+01,-1.507646179199218750e+01,-1.847440338134765625e+01,-2.752053833007812500e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
-1.191477966308593750e+01,-1.593157196044921875e+01,-2.648391723632812500e+01,-1.804837799072265625e+01,-1.436557769775390625e+01,-1.508209228515625000e+01,-1.284008026123046875e+01,-1.169761657714843750e+01,-1.237801361083984375e+01,-1.839550781250000000e+01,-1.751191711425781250e+01,-1.525331878662109375e+01,-1.562942504882812500e+01,-1.439117431640625000e+01,-1.466633605957031250e+01,-1.731282043457031250e+01,-1.510782623291015625e+01,-1.476539611816406250e+01,-1.775990295410156250e+01,-1.475442504882812500e+01,-1.424114990234375000e+01,-1.702889251708984375e+01,-1.742264556884765625e+01,-1.824597167968750000e+01,-1.669245147705078125e+01,-2.077841949462890625e+01,-1.782690429687500000e+01,-1.497396087646484375e+01,-1.570468902587890625e+01,-1.807964324951171875e+01,-1.579694366455078125e+01,-1.619912719726562500e+01,-2.201570892333984375e+01,-1.943138885498046875e+01,-2.134176635742187500e+01,-1.733419799804687500e+01,-1.621495056152343750e+01,-1.581050109863281250e+01,-1.445497131347656250e+01,-1.405992126464843750e+01,-1.730780792236328125e+01,-2.066141510009765625e+01,-2.065059661865234375e+01,-2.228895568847656250e+01,-1.946270751953125000e+01,-1.894084167480468750e+01,-1.535446166992187500e+01,-1.447247314453125000e+01,-1.557475280761718750e+01,-2.037449645996093750e+01,-1.680768585205078125e+01,-1.559043884277343750e+01,-1.708018493652343750e+01,-1.881296539306640625e+01,-1.728520965576171875e+01,-1.896064758300781250e+01,-2.207496643066406250e+01,-2.795742797851562500e+01,-3.591287994384765625e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
-1.956533813476562500e+01,-1.881245422363281250e+01,-1.789543151855468750e+01,-1.614618682861328125e+01,-1.346311950683593750e+01,-1.744988250732421875e+01,-1.238714599609375000e+01,-1.215388488769531250e+01,-1.779397583007812500e+01,-1.792167663574218750e+01,-1.331636047363281250e+01,-1.536142730712890625e+01,-1.606040191650390625e+01,-1.232143402099609375e+01,-1.266079711914062500e+01,-1.919163513183593750e+01,-1.598824310302734375e+01,-1.574011230468750000e+01,-1.970426177978515625e+01,-2.292201995849609375e+01,-2.122482299804687500e+01,-2.157062530517578125e+01,-1.882879638671875000e+01,-1.668479919433593750e+01,-1.841997528076171875e+01,-2.001636505126953125e+01,-1.261357116699218750e+01,-1.259333801269531250e+01,-1.751663208007812500e+01,-1.896665954589843750e+01,-2.261840057373046875e+01,-1.910079956054687500e+01,-1.860894775390625000e+01,-1.939305114746093750e+01,-2.160282897949218750e+01,-2.565917968750000000e+01,-2.353873443603515625e+01,-2.086787414550781250e+01,-1.710752105712890625e+01,-1.082206726074218750e+01,-1.282816314697265625e+01,-1.952293395996093750e+01,-1.661216735839843750e+01,-1.785478210449218750e+01,-1.718580627441406250e+01,-1.655072784423828125e+01,-1.810186767578125000e+01,-1.563030242919921875e+01,-1.467663574218750000e+01,-1.724867248535156250e+01,-1.563457489013671875e+01,-1.579546356201171875e+01,-1.860291290283203125e+01,-1.906413269042968750e+01,-1.958966064453125000e+01,-2.212721252441406250e+01,-1.745118713378906250e+01,-2.001712799072265625e+01,-3.301760864257812500e+01,-4.636210632324218750e+01,-4.636210632324218750e+01,-4.636210632324218750e+01
