-1.690166473388671875e+00,-1.675117492675781250e+00,-1.403305053710937500e+00,-1.504970550537109375e+00,-1.057060241699218750e+00,-8.527870178222656250e-01,-1.736183166503906250e+00,-1.506649017333984375e+00,-7.601699829101562500e-01,-1.486980438232421875e+00,-1.247474670410156250e+00,-1.399261474609375000e+00,-1.370883941650390625e+00,-1.073719024658203125e+00,-1.250221252441406250e+00,-1.507812500000000000e+00,-1.484901428222656250e+00,-1.260543823242187500e+00,-1.050846099853515625e+00,-1.033882141113281250e+00,-1.431423187255859375e+00,-1.345954895019531250e+00,-1.396667480468750000e+00,-1.387779235839843750e+00,-1.399093627929687500e+00,-1.489398956298828125e+00,-1.488868713378906250e+00,-1.419284820556640625e+00,-1.163135528564453125e+00,-1.676330566406250000e+00,-1.684204101562500000e+00,-1.777427673339843750e+00,-1.564178466796875000e+00,-1.425514221191406250e+00,-9.978218078613281250e-01,-1.252395629882812500e+00,-1.062400817871093750e+00,-5.716667175292968750e-01,-1.045658111572265625e+00,-1.151149749755859375e+00,-1.338382720947265625e+00,-1.459983825683593750e+00,-1.662242889404296875e+00,-1.638702392578125000e+00,-1.414520263671875000e+00,-1.390869140625000000e+00,-1.679061889648437500e+00,-1.579235076904296875e+00,-1.687385559082031250e+00,-1.438537597656250000e+00,-1.526042938232421875e+00,-1.409885406494140625e+00,-1.356708526611328125e+00,-8.327255249023437500e-01,-1.103576660156250000e+00,-1.300960540771484375e+00,-3.579330444335937500e-01,0.000000000000000000e+00
-2.058317565917968750e+01,-2.470574951171875000e+01,-3.230788421630859375e+01,-2.452005767822265625e+01,-2.363356781005859375e+01,-2.200128936767578125e+01,-2.549884796142578125e+01,-2.291080474853515625e+01,-2.082828521728515625e+01,-1.861227416992187500e+01,-1.779554748535156250e+01,-2.031948089599609375e+01,-2.391427612304687500e+01,-2.621466064453125000e+01,-2.355436706542968750e+01,-2.574420166015625000e+01,-2.611597442626953125e+01,-2.841294860839843750e+01,-2.302104949951171875e+01,-2.129804992675781250e+01,-2.458976745605468750e+01,-2.661367797851562500e+01,-2.404132843017578125e+01,-2.027259063720703125e+01,-2.338747406005859375e+01,-2.491868591308593750e+01,-2.114093780517578125e+01,-2.171306610107421875e+01,-2.118493652343750000e+01,-2.376047515869140625e+01,-2.408470153808593750e+01,-2.362606048583984375e+01,-2.489367675781250000e+01,-2.429798126220703125e+01,-1.778112792968750000e+01,-1.574663543701171875e+01,-2.060161590576171875e+01,-1.783971405029296875e+01,-2.095132446289062500e+01,-2.901382446289062500e+01,-2.222789001464843750e+01,-1.850874328613281250e+01,-1.902746582031250000e+01,-2.242873382568359375e+01,-2.424758148193359375e+01,-2.160135650634765625e+01,-2.282167053222656250e+01,-2.841372680664062500e+01,-2.868618011474609375e+01,-2.684066772460937500e+01,-2.288319396972656250e+01,-2.078343963623046875e+01,-2.278692626953125000e+01,-2.379571533203125000e+01,-1.977734375000000000e+01,-1.834381103515625000e+01,-1.834780120849609375e+01,-1.111759948730468750e+01
-2.687336730957031250e+01,-2.681342315673828125e+01,-3.236980438232421875e+01,-3.153609466552734375e+01,-2.675070953369140625e+01,-2.706896209716796875e+01,-3.034560394287109375e+01,-2.143276214599609375e+01,-2.078147888183593750e+01,-2.435652923583984375e+01,-2.494183349609375000e+01,-2.663202667236328125e+01,-2.716617584228515625e+01,-3.092068481445312500e+01,-3.210128784179687500e+01,-3.049041748046875000e+01,-2.492708587646484375e+01,-2.220387268066406250e+01,-2.250256347656250000e+01,-2.607414245605468750e+01,-2.888189697265625000e+01,-2.690077972412109375e+01,-2.558852386474609375e+01,-2.533430480957031250e+01,-2.371363830566406250e+01,-2.065461730957031250e+01,-2.065958404541015625e+01,-2.096188354492187500e+01,-2.376289367675781250e+01,-2.803370666503906250e+01,-2.484339904785156250e+01,-2.267620086669921875e+01,-2.293957519531250000e+01,-2.410570526123046875e+01,-2.208711242675781250e+01,-2.275820159912109375e+01,-2.322221374511718750e+01,-2.182048034667968750e+01,-2.097716522216796875e+01,-2.800309753417968750e+01,-2.702125549316406250e+01,-2.138572692871093750e+01,-2.091005706787109375e+01,-2.713854980468750000e+01,-2.836671447753906250e+01,-2.493297576904296875e+01,-2.792675781250000000e+01,-2.941947937011718750e+01,-2.829235076904296875e+01,-2.692091369628906250e+01,-2.822312927246093750e+01,-2.676324462890625000e+01,-2.311398315429687500e+01,-2.436228179931640625e+01,-2.403973388671875000e+01,-2.477344512939453125e+01,-2.387595367431640625e+01,-1.429402160644531250e+01
-2.386814117431640625e+01,-2.657977294921875000e+01,-3.214297485351562500e+01,-3.666355133056640625e+01,-3.199169158935546875e+01,-2.599977111816406250e+01,-2.276241302490234375e+01,-2.027281951904296875e+01,-2.460954284667968750e+01,-2.927459716796875000e+01,-3.252731323242187500e+01,-2.949404907226562500e+01,-3.092672729492187500e+01,-3.297172546386718750e+01,-3.045402526855468750e+01,-2.446921539306640625e+01,-2.195342254638671875e+01,-2.390722656250000000e+01,-2.691268157958984375e+01,-2.851306915283203125e+01,-2.427520751953125000e+01,-1.964071655273437500e+01,-2.434466552734375000e+01,-3.009681701660156250e+01,-2.772970581054687500e+01,-2.669412994384765625e+01,-2.763044738769531250e+01,-2.705257415771484375e+01,-2.662072753906250000e+01,-2.641333007812500000e+01,-2.213697814941406250e+01,-2.276182556152343750e+01,-2.543029785156250000e+01,-2.784601593017578125e+01,-2.406169891357421875e+01,-2.642848968505859375e+01,-2.793947601318359375e+01,-1.887621307373046875e+01,-1.968879699707031250e+01,-3.017317962646484375e+01,-3.413677978515625000e+01,-2.905139160156250000e+01,-2.392122650146484375e+01,-2.173982238769531250e+01,-2.381214141845703125e+01,-2.487705230712890625e+01,-3.042562866210937500e+01,-3.640895080566406250e+01,-2.730127716064453125e+01,-2.697525024414062500e+01,-3.390631866455078125e+01,-3.196849060058593750e+01,-2.133085632324218750e+01,-1.694249725341796875e+01,-1.944085693359375000e+01,-2.389475250244140625e+01,-2.323873901367187500e+01,-2.016027069091796875e+01
-2.962523651123046875e+01,-2.857002258300781250e+01,-2.887466430664062500e+01,-3.289066314697265625e+01,-3.417911529541015625e+01,-2.581095886230468750e+01,-2.303674316406250000e+01,-2.300456237792968750e+01,-2.377765655517578125e+01,-2.394283294677734375e+01,-3.076490783691406250e+01,-3.208363342285156250e+01,-3.234660339355468750e+01,-3.374868774414062500e+01,-2.949858856201171875e+01,-2.608670043945312500e+01,-2.275709533691406250e+01,-2.459929656982421875e+01,-2.867968750000000000e+01,-2.856568908691406250e+01,-2.390348815917968750e+01,-2.081927490234375000e+01,-2.471522521972656250e+01,-3.415617370605468750e+01,-2.756947326660156250e+01,-2.594947814941406250e+01,-2.646158599853515625e+01,-2.947616577148437500e+01,-3.147661590576171875e+01,-2.532144165039062500e+01,-2.313792419433593750e+01,-2.704240417480468750e+01,-2.882418060302734375e+01,-2.978878021240234375e+01,-2.190395355224609375e+01,-2.366539001464843750e+01,-2.849932861328125000e+01,-2.294039154052734375e+01,-2.293971252441406250e+01,-2.738296508789062500e+01,-2.966915893554687500e+01,-2.667045593261718750e+01,-2.437071990966796875e+01,-2.188528442382812500e+01,-2.192153930664062500e+01,-2.817531585693359375e+01,-2.821292877197265625e+01,-3.147055053710937500e+01,-2.658459472656250000e+01,-2.501632690429687500e+01,-2.986100769042968750e+01,-3.335212707519531250e+01,-2.696967315673828125e+01,-1.897554016113281250e+01,-2.223236083984375000e+01,-2.788623046875000000e+01,-2.296889495849609375e+01,-1.972766876220703125e+01
-3.305274200439453125e+01,-2.642182922363281250e+01,-2.758839416503906250e+01,-2.948218536376953125e+01,-3.115013122558593750e+01,-2.689810943603515625e+01,-2.309080505371093750e+01,-2.191993713378906250e+01,-2.185626983642578125e+01,-2.188524627685546875e+01,-2.824430847167968750e+01,-2.716290283203125000e+01,-2.899926757812500000e+01,-2.921802520751953125e+01,-3.160716247558593750e+01,-2.959231567382812500e+01,-2.933590698242187500e+01,-2.463999938964843750e+01,-2.178873443603515625e+01,-2.364309692382812500e+01,-2.015974426269531250e+01,-2.079204559326171875e+01,-2.658919525146484375e+01,-3.080675506591796875e+01,-3.201142883300781250e+01,-3.286055755615234375e+01,-2.929637908935546875e+01,-2.689192199707031250e+01,-2.799977111816406250e+01,-3.002527618408203125e+01,-3.062220764160156250e+01,-2.905583190917968750e+01,-2.771391296386718750e+01,-2.483967590332031250e+01,-1.934505462646484375e+01,-2.217761993408203125e+01,-2.916340637207031250e+01,-2.199604034423828125e+01,-2.197412872314453125e+01,-2.705577850341796875e+01,-2.550651550292968750e+01,-2.264616394042968750e+01,-2.302131652832031250e+01,-2.152108764648437500e+01,-2.551013946533203125e+01,-3.007606506347656250e+01,-2.654230499267578125e+01,-2.688082885742187500e+01,-2.407546997070312500e+01,-2.190458679199218750e+01,-2.677478027343750000e+01,-3.144557189941406250e+01,-2.324435424804687500e+01,-1.872163391113281250e+01,-2.194556427001953125e+01,-2.345825195312500000e+01,-2.064317321777343750e+01,-1.736360931396484375e+01
-3.135420989990234375e+01,-2.512417602539062500e+01,-2.407308959960937500e+01,-2.646951293945312500e+01,-2.760635375976562500e+01,-2.226966094970703125e+01,-2.233528137207031250e+01,-2.437725830078125000e+01,-2.484023284912109375e+01,-2.604049682617187500e+01,-2.611804199218750000e+01,-2.614637756347656250e+01,-3.089858245849609375e+01,-3.269363403320312500e+01,-2.933163452148437500e+01,-2.417888641357421875e+01,-2.602324676513671875e+01,-2.932371520996093750e+01,-2.203563690185546875e+01,-2.044579315185546875e+01,-1.881921386718750000e+01,-2.016318511962890625e+01,-2.336460876464843750e+01,-2.314620971679687500e+01,-2.695814514160156250e+01,-3.356347656250000000e+01,-2.986921691894531250e+01,-2.742878723144531250e+01,-2.802745819091796875e+01,-3.021880340576171875e+01,-2.937617492675781250e+01,-2.680462646484375000e+01,-2.360070800781250000e+01,-2.600389862060546875e+01,-2.137129974365234375e+01,-2.194245910644531250e+01,-2.303353881835937500e+01,-2.086419677734375000e+01,-2.395077514648437500e+01,-2.721873474121093750e+01,-2.543369293212890625e+01,-2.786142730712890625e+01,-2.749061584472656250e+01,-2.557718658447265625e+01,-2.932591247558593750e+01,-2.721366882324218750e+01,-2.644750976562500000e+01,-2.770274353027343750e+01,-2.476724243164062500e+01,-2.399758911132812500e+01,-2.677432250976562500e+01,-2.610464477539062500e+01,-2.462980651855468750e+01,-2.188867187500000000e+01,-2.246975708007812500e+01,-2.280543518066406250e+01,-2.286732482910156250e+01,-2.067156219482421875e+01
-2.461837005615234375e+01,-2.471198272705078125e+01,-2.854177856445312500e+01,-2.582569122314453125e+01,-2.460476684570312500e+01,-2.095847320556640625e+01,-2.168927001953125000e+01,-2.302874755859375000e+01,-2.363511657714843750e+01,-2.473377990722656250e+01,-2.533303833007812500e+01,-2.505754089355468750e+01,-2.937071990966796875e+01,-2.944991302490234375e+01,-2.706762695312500000e+01,-2.501945495605468750e+01,-2.613735961914062500e+01,-2.681970214843750000e+01,-2.713150024414062500e+01,-2.329970550537109375e+01,-2.201967620849609375e+01,-2.762081909179687500e+01,-2.793376922607421875e+01,-2.050511932373046875e+01,-1.994604492187500000e+01,-2.305541992187500000e+01,-2.206256103515625000e+01,-2.305763244628906250e+01,-2.361500549316406250e+01,-2.526953125000000000e+01,-2.824637603759765625e+01,-2.542218017578125000e+01,-2.199942779541015625e+01,-2.421464538574218750e+01,-2.370767974853515625e+01,-2.614778900146484375e+01,-2.270315551757812500e+01,-1.861993408203125000e+01,-1.942027282714843750e+01,-2.370474243164062500e+01,-2.629228973388671875e+01,-2.903322601318359375e+01,-2.875408172607421875e+01,-2.781760406494140625e+01,-2.672499847412109375e+01,-2.405001068115234375e+01,-2.725614929199218750e+01,-2.594717407226562500e+01,-2.575904083251953125e+01,-3.022547149658203125e+01,-2.848357391357421875e+01,-2.048580932617187500e+01,-2.138729858398437500e+01,-2.315935516357421875e+01,-2.089701080322265625e+01,-2.659538269042968750e+01,-2.249678802490234375e+01,-1.958676147460937500e+01
-1.950653076171875000e+01,-2.023207855224609375e+01,-2.503982543945312500e+01,-2.330753326416015625e+01,-2.100126647949218750e+01,-2.599707031250000000e+01,-2.657238769531250000e+01,-2.678496551513671875e+01,-2.556021881103515625e+01,-2.699752044677734375e+01,-2.522714996337890625e+01,-2.310896301269531250e+01,-2.501837921142578125e+01,-2.762984466552734375e+01,-2.658443450927734375e+01,-2.792227172851562500e+01,-2.394083404541015625e+01,-2.488600921630859375e+01,-2.515670013427734375e+01,-2.429042053222656250e+01,-2.411853027343750000e+01,-2.788576507568359375e+01,-2.245860290527343750e+01,-2.021524047851562500e+01,-2.089662170410156250e+01,-2.423599243164062500e+01,-2.470887756347656250e+01,-2.330195617675781250e+01,-2.065655517578125000e+01,-2.080845642089843750e+01,-2.595468902587890625e+01,-2.497798156738281250e+01,-2.347633361816406250e+01,-2.600335693359375000e+01,-2.773601531982421875e+01,-2.973338317871093750e+01,-2.410891723632812500e+01,-2.200687408447265625e+01,-2.223068237304687500e+01,-2.520705413818359375e+01,-2.305850219726562500e+01,-2.341127777099609375e+01,-2.478983306884765625e+01,-3.030924224853515625e+01,-3.220285034179687500e+01,-2.665028381347656250e+01,-2.777806091308593750e+01,-2.514933776855468750e+01,-2.696337127685546875e+01,-2.974005126953125000e+01,-2.767208099365234375e+01,-2.141479492187500000e+01,-2.317577362060546875e+01,-2.667415618896484375e+01,-2.304988098144531250e+01,-2.550549316406250000e+01,-2.385642242431640625e+01,-2.095947265625000000e+01
-2.096458435058593750e+01,-1.867045593261718750e+01,-2.033270263671875000e+01,-2.480146789550781250e+01,-2.579461669921875000e+01,-2.719889068603515625e+01,-2.563671875000000000e+01,-2.254379272460937500e+01,-2.364039611816406250e+01,-2.653044128417968750e+01,-2.741264343261718750e+01,-2.453836822509765625e+01,-2.337187957763671875e+01,-2.655807495117187500e+01,-2.203221130371093750e+01,-1.778595733642578125e+01,-2.097141265869140625e+01,-2.390191650390625000e+01,-2.545364379882812500e+01,-2.239320373535156250e+01,-2.268170166015625000e+01,-2.850108337402343750e+01,-2.193135070800781250e+01,-2.261842346191406250e+01,-2.468080139160156250e+01,-2.838138580322265625e+01,-2.215231323242187500e+01,-2.007667541503906250e+01,-2.452960205078125000e+01,-2.778656005859375000e+01,-2.716218566894531250e+01,-2.436799621582031250e+01,-2.098988342285156250e+01,-1.970734405517578125e+01,-2.098365020751953125e+01,-2.181909179687500000e+01,-2.783735656738281250e+01,-3.112651062011718750e+01,-2.960382843017578125e+01,-2.598835754394531250e+01,-2.055408477783203125e+01,-2.125364685058593750e+01,-2.246443939208984375e+01,-2.279228210449218750e+01,-2.734953308105468750e+01,-2.858688354492187500e+01,-3.022407531738281250e+01,-2.993617248535156250e+01,-2.573712158203125000e+01,-2.157012939453125000e+01,-2.555335998535156250e+01,-2.987893676757812500e+01,-2.699713897705078125e+01,-2.231119537353515625e+01,-2.103149414062500000e+01,-2.501506042480468750e+01,-2.767327880859375000e+01,-2.418672943115234375e+01
